2021-11-08 19:16:24.978916	https://www.encodeproject.org/report/?type=Experiment&status=released&perturbed=false&assay_title=long+read+scRNA-seq&assay_title=scRNA-seq&assay_title=RNA+microarray&assay_title=long+read+RNA-seq&assay_title=total+RNA-seq&assay_title=polyA+plus+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&status%21=revoked&status%21=archived&audit.ERROR.category%21=mixed+strand+specificities&assembly=GRCh38&assembly=hg19&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR000AFF/	ENCSR000AFF	RNA-seq	total RNA-seq				Homo sapiens skeletal muscle tissue tissue female embryo (19 weeks) and male embryo (22 weeks)	skeletal muscle tissue	GEO:GSE78573	The libraries contained in this experiment come from human fetal skeletal muscle tissue from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF001RPE/,/files/ENCFF001ROG/,/files/ENCFF001ROH/,/files/ENCFF001RPF/,/files/ENCFF084FDS/,/files/ENCFF121PKV/,/files/ENCFF386EPA/,/files/ENCFF302FOI/,/files/ENCFF655GRO/,/files/ENCFF097VAT/,/files/ENCFF140LWY/,/files/ENCFF110POQ/,/files/ENCFF685UCG/,/files/ENCFF430DRI/,/files/ENCFF405BHX/,/files/ENCFF009MKH/,/files/ENCFF320LNA/,/files/ENCFF058SCS/,/files/ENCFF599WDM/,/files/ENCFF283NHI/,/files/ENCFF426SZQ/,/files/ENCFF031GQZ/,/files/ENCFF159TZH/,/files/ENCFF503QGQ/,/files/ENCFF803XCE/,/files/ENCFF907CXN/,/files/ENCFF198HAI/,/files/ENCFF679LIW/,/files/ENCFF261IMT/,/files/ENCFF184QYT/,/files/ENCFF997MIE/,/files/ENCFF218CBU/,/files/ENCFF422EVZ/,/files/ENCFF177YCC/,/files/ENCFF949KIZ/,/files/ENCFF134LRF/,/files/ENCFF532GOC/,/files/ENCFF454EIU/,/files/ENCFF442KXO/,/files/ENCFF285NBZ/,/files/ENCFF803TYA/,/files/ENCFF559QVH/,/files/ENCFF284SNX/,/files/ENCFF064FLQ/,/files/ENCFF928UFZ/,/files/ENCFF332BDD/,/files/ENCFF495UVO/,/files/ENCFF325ZLI/,/files/ENCFF581GHG/,/files/ENCFF671AZF/,/files/ENCFF809KDS/,/files/ENCFF697CRT/,/files/ENCFF679IIG/,/files/ENCFF688GAJ/,/files/ENCFF282MQQ/,/files/ENCFF052WIM/,/files/ENCFF285OHV/,/files/ENCFF180QPD/,/files/ENCFF760QYW/,/files/ENCFF890ZDO/,/files/ENCFF085YVH/,/files/ENCFF068CKA/,/files/ENCFF153FXI/,/files/ENCFF666KMY/		ENCBS068RNA,ENCBS067RNA	2,1	1		Homo sapiens	embryonic	22 weeks,19 weeks												/replicates/2942c9e6-9a30-4f81-de9b-04146ca6a733/,/replicates/3c14e457-b978-47c3-e7a7-da9d8ce3b90a/				
/experiments/ENCSR000AWK/	ENCSR000AWK	transcription profiling by array assay	RNA microarray				Homo sapiens GM12878 cytosolic fraction	GM12878	UCSC-ENCODE-hg19:wgEncodeEH000012	Affy RNA Array on human GM12878 cytosol long polyA- RNA	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000AAT/,/files/ENCFF000ABQ/,/files/ENCFF001SMH/,/files/ENCFF001SNH/		ENCBS792AAA	1	1		Homo sapiens	adult													/replicates/593f8bfa-bea2-4d0e-9dcf-de5a3aed4fc6/		cytosol		
/experiments/ENCSR000CUM/	ENCSR000CUM	RNA-seq	total RNA-seq				Homo sapiens subcutaneous preadipocyte female adult (62 years) and male adult (65 years)	subcutaneous preadipocyte	UCSC-ENCODE-hg19:wgEncodeEH002682,GEO-obsolete:GSM984620,GEO:GSE78615	The libraries contained in this experiment come from subcutaneous white pre-adipocyte primary whole cells, HWP isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000GXW/,/files/ENCFF000GXX/,/files/ENCFF000GXZ/,/files/ENCFF000GYA/,/files/ENCFF000GYC/,/files/ENCFF000GYD/,/files/ENCFF000GYE/,/files/ENCFF000GYG/,/files/ENCFF000GYH/,/files/ENCFF000GYJ/,/files/ENCFF000GYL/,/files/ENCFF000GYN/,/files/ENCFF000GYP/,/files/ENCFF000GYS/,/files/ENCFF000GYU/,/files/ENCFF000GYW/,/files/ENCFF000GZD/,/files/ENCFF000GZF/,/files/ENCFF099TIM/,/files/ENCFF742DXQ/,/files/ENCFF811JYF/,/files/ENCFF180BBF/,/files/ENCFF369FEF/,/files/ENCFF194HNG/,/files/ENCFF287QJZ/,/files/ENCFF814TYV/,/files/ENCFF644TOU/,/files/ENCFF061ZCT/,/files/ENCFF341RWT/,/files/ENCFF606RNC/,/files/ENCFF502QTL/,/files/ENCFF237UPS/,/files/ENCFF049DJL/,/files/ENCFF199MDM/,/files/ENCFF180DKU/,/files/ENCFF845ZYJ/,/files/ENCFF548GCH/,/files/ENCFF345TDH/,/files/ENCFF826GNV/,/files/ENCFF345WXW/,/files/ENCFF620TPC/,/files/ENCFF495KGE/,/files/ENCFF292ZCD/,/files/ENCFF853QYK/,/files/ENCFF832ZRO/,/files/ENCFF140ABH/,/files/ENCFF040ULF/,/files/ENCFF899WWQ/,/files/ENCFF787XNZ/,/files/ENCFF590AWB/,/files/ENCFF611MVQ/,/files/ENCFF781CEW/,/files/ENCFF734OJZ/,/files/ENCFF687RLL/,/files/ENCFF286AEI/,/files/ENCFF953NFY/,/files/ENCFF492UQG/,/files/ENCFF461NCD/,/files/ENCFF373WLP/,/files/ENCFF478CGQ/,/files/ENCFF227HLD/,/files/ENCFF666BUQ/,/files/ENCFF476RZH/,/files/ENCFF927RWQ/,/files/ENCFF796BCV/,/files/ENCFF225FEP/,/files/ENCFF708HWH/,/files/ENCFF948COB/,/files/ENCFF279CXA/,/files/ENCFF542MOX/,/files/ENCFF160GXK/,/files/ENCFF365WFX/,/files/ENCFF384GJR/,/files/ENCFF486TJF/,/files/ENCFF829TJE/,/files/ENCFF735KKO/,/files/ENCFF724SPJ/,/files/ENCFF562YUK/,/files/ENCFF893JGT/,/files/ENCFF805SMN/,/files/ENCFF002MIZ/,/files/ENCFF233TOO/		ENCBS473ENC,ENCBS474ENC	2,1	1		Homo sapiens	adult	65 years,62 years												/replicates/38a0277c-ea17-4011-87ff-40b89d47af16/,/replicates/9b02fc32-7ea2-44fd-8afb-159cf79b15ab/				
/experiments/ENCSR673UKZ/	ENCSR673UKZ	RNA-seq	total RNA-seq				Homo sapiens WTC11	WTC11	GEO:GSE175048	LRGASP_WTC11	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF766OAK/,/files/ENCFF644AQW/,/files/ENCFF198RQU/,/files/ENCFF620HBM/,/files/ENCFF247XJT/,/files/ENCFF785SWH/,/files/ENCFF412MFT/,/files/ENCFF206UXX/,/files/ENCFF758GXN/,/files/ENCFF540DNG/,/files/ENCFF457YOD/,/files/ENCFF874WZN/,/files/ENCFF578YGM/,/files/ENCFF926OTX/,/files/ENCFF908REP/,/files/ENCFF510HOU/,/files/ENCFF530WGG/,/files/ENCFF860GKX/,/files/ENCFF267ERA/,/files/ENCFF586GOY/,/files/ENCFF662RFE/,/files/ENCFF176QHZ/,/files/ENCFF974WUY/,/files/ENCFF255YME/,/files/ENCFF379SPQ/,/files/ENCFF015CLP/,/files/ENCFF311KSH/,/files/ENCFF242OCH/,/files/ENCFF834DDF/,/files/ENCFF118IXU/,/files/ENCFF806EGG/,/files/ENCFF150GAL/,/files/ENCFF501GNN/		ENCBS944CBA,ENCBS593PKA,ENCBS474NOC	1,2,3	1		Homo sapiens	adult	30 years												/replicates/3c4747d5-c2cb-4af5-961a-7ad20e2dea04/,/replicates/43c53d30-fca8-4c5f-bd0f-8e018e76efc9/,/replicates/15414891-a7f9-45fc-963a-5a70efdfb279/				
/experiments/ENCSR000DAC/	ENCSR000DAC	transcription profiling by array assay	RNA microarray				Homo sapiens fibroblast of the conjunctiva	fibroblast of the conjunctiva	UCSC-ENCODE-hg19:wgEncodeEH000805,GEO:GSM580008	RNA Array on human fibroblast of the conjunctiva	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AKG/,/files/ENCFF001AKH/,/files/ENCFF001VTZ/,/files/ENCFF001VUA/		ENCBS308AAA	1,2	1		Homo sapiens	unknown													/replicates/9154958b-aa59-45d2-9f3d-b663c0bbd2ff/,/replicates/ee348117-3451-4e13-acc5-ce9fce65b008/				
/experiments/ENCSR000AAK/	ENCSR000AAK	RNA-seq	total RNA-seq				Homo sapiens dermis microvascular lymphatic vessel endothelial cell female adult (38 years) and female adult (64 years)	dermis microvascular lymphatic vessel endothelial cell	GEO:GSE78538	CSHL Long RNA Seq HDMEC cell total (SID38195,SID38196)	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF001RAV/,/files/ENCFF001RAW/,/files/ENCFF001RBD/,/files/ENCFF001RBE/,/files/ENCFF615LJT/,/files/ENCFF296GLM/,/files/ENCFF923EEK/,/files/ENCFF849LSG/,/files/ENCFF889NBU/,/files/ENCFF927FAU/,/files/ENCFF970MGU/,/files/ENCFF314MQI/,/files/ENCFF643WDV/,/files/ENCFF166XTA/,/files/ENCFF600QGY/,/files/ENCFF467CAE/,/files/ENCFF081IKA/,/files/ENCFF227WKT/,/files/ENCFF575EEY/,/files/ENCFF436XMQ/,/files/ENCFF659JUB/,/files/ENCFF179VWU/,/files/ENCFF933JNI/,/files/ENCFF113FKC/,/files/ENCFF303UEO/,/files/ENCFF121HTT/,/files/ENCFF121YXE/,/files/ENCFF663KUG/,/files/ENCFF736KWD/,/files/ENCFF684KLL/,/files/ENCFF276QUS/,/files/ENCFF275BTX/,/files/ENCFF072WPN/,/files/ENCFF780OTE/,/files/ENCFF255GOK/,/files/ENCFF219XPA/,/files/ENCFF012NTC/,/files/ENCFF211JFU/,/files/ENCFF339LNF/,/files/ENCFF005XDM/,/files/ENCFF353FXA/,/files/ENCFF110UGQ/,/files/ENCFF466RFL/,/files/ENCFF880XNB/,/files/ENCFF764AOQ/,/files/ENCFF599OKS/,/files/ENCFF900QOK/,/files/ENCFF264SDL/,/files/ENCFF190QLJ/,/files/ENCFF146OCB/,/files/ENCFF079OMS/,/files/ENCFF149SKB/,/files/ENCFF232VXK/,/files/ENCFF570WHN/,/files/ENCFF637DYP/,/files/ENCFF069USD/,/files/ENCFF432VLV/,/files/ENCFF458FJL/,/files/ENCFF246JXP/,/files/ENCFF161MRP/,/files/ENCFF692WHC/,/files/ENCFF619IMI/,/files/ENCFF865HLC/,/files/ENCFF785XAO/		ENCBS021RNA,ENCBS020RNA	2,1	1		Homo sapiens	adult	38 years,64 years												/replicates/43004352-c60e-4e81-bd15-2e068c6df0c8/,/replicates/63e544a5-f449-46c5-96f9-ea5992e9cdf2/				
/experiments/ENCSR264LON/	ENCSR264LON	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; CD14-positive monocyte	CD14-positive monocyte		polyA plus RNA-seq of CD14-positive monocyte with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF484SKN/,/files/ENCFF069IEG/,/files/ENCFF420MPA/,/files/ENCFF061ZVD/,/files/ENCFF220OHE/,/files/ENCFF946ZPT/,/files/ENCFF577GZQ/,/files/ENCFF513ROT/,/files/ENCFF134XBC/		ENCBS080GJD	1	1		Homo sapiens	unknown													/replicates/d99585f3-3a87-4d39-8411-2042e4c2849d/				
/experiments/ENCSR000CPL/	ENCSR000CPL	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens keratinocyte female	keratinocyte	GEO-obsolete:GSM765401,UCSC-ENCODE-hg19:wgEncodeEH000167,GEO:GSE78594	The libraries contained in this experiment come from independent growths of skin keratinocytes primary whole cells, NHEK. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000HZD/,/files/ENCFF000HZE/,/files/ENCFF000HZG/,/files/ENCFF000HZI/,/files/ENCFF000HZK/,/files/ENCFF000HZN/,/files/ENCFF000HZO/,/files/ENCFF000HZP/,/files/ENCFF000HZQ/,/files/ENCFF000HZR/,/files/ENCFF000HZS/,/files/ENCFF000HZU/,/files/ENCFF000HZW/,/files/ENCFF000HZY/,/files/ENCFF000IAA/,/files/ENCFF000IAC/,/files/ENCFF000IAD/,/files/ENCFF000IAE/,/files/ENCFF000IAF/,/files/ENCFF000IAG/,/files/ENCFF000IAH/,/files/ENCFF000IAI/,/files/ENCFF000IAJ/,/files/ENCFF000IAK/,/files/ENCFF000IAL/,/files/ENCFF000IAS/,/files/ENCFF000IAU/,/files/ENCFF000IAW/,/files/ENCFF000IAY/,/files/ENCFF000IBA/,/files/ENCFF000IBZ/,/files/ENCFF809RDQ/,/files/ENCFF811FKB/,/files/ENCFF441JUU/,/files/ENCFF556EEJ/,/files/ENCFF568DQQ/,/files/ENCFF803DKN/,/files/ENCFF151DZA/,/files/ENCFF214GOL/,/files/ENCFF901RNK/,/files/ENCFF686ION/,/files/ENCFF666OYW/,/files/ENCFF547DDH/,/files/ENCFF005APA/,/files/ENCFF096SKC/,/files/ENCFF817IVY/,/files/ENCFF820ADK/,/files/ENCFF428IUK/,/files/ENCFF076CJB/,/files/ENCFF528URG/,/files/ENCFF315JYU/,/files/ENCFF686VMV/,/files/ENCFF290THH/,/files/ENCFF386SDG/,/files/ENCFF938ZLD/,/files/ENCFF667UBP/,/files/ENCFF422WZI/,/files/ENCFF448IHT/,/files/ENCFF685XNC/,/files/ENCFF203YMQ/,/files/ENCFF810AJC/,/files/ENCFF368MXI/,/files/ENCFF282KTE/,/files/ENCFF394SRR/,/files/ENCFF439UTH/,/files/ENCFF964HRJ/,/files/ENCFF535DYO/,/files/ENCFF662RSP/,/files/ENCFF712YME/,/files/ENCFF372VME/,/files/ENCFF108ERJ/,/files/ENCFF699KSV/,/files/ENCFF337ZCE/,/files/ENCFF597HHX/,/files/ENCFF930VVS/,/files/ENCFF843NIZ/,/files/ENCFF308NAL/,/files/ENCFF115FOK/,/files/ENCFF683ARI/,/files/ENCFF497DMF/,/files/ENCFF205KLJ/,/files/ENCFF744EQD/,/files/ENCFF115GQJ/,/files/ENCFF401JWS/,/files/ENCFF121IYR/,/files/ENCFF093EEP/,/files/ENCFF494IHA/,/files/ENCFF684ITE/,/files/ENCFF699IMJ/,/files/ENCFF496IWV/,/files/ENCFF932TOQ/,/files/ENCFF910EHW/,/files/ENCFF065UCN/,/files/ENCFF137MJX/,/files/ENCFF344FGV/,/files/ENCFF415KKY/,/files/ENCFF879PGC/,/files/ENCFF231VSH/,/files/ENCFF094DVI/,/files/ENCFF062DRT/,/files/ENCFF006IBK/,/files/ENCFF441BPU/,/files/ENCFF239GYE/,/files/ENCFF303ISV/,/files/ENCFF994TIH/,/files/ENCFF573CGV/,/files/ENCFF752LGM/,/files/ENCFF268QJZ/,/files/ENCFF431SYQ/,/files/ENCFF008KUV/,/files/ENCFF546YEJ/,/files/ENCFF732QCP/,/files/ENCFF596RGL/,/files/ENCFF404HZO/,/files/ENCFF188CXY/,/files/ENCFF040KUJ/,/files/ENCFF703WGS/,/files/ENCFF971XSI/,/files/ENCFF085RUN/,/files/ENCFF740OAQ/,/files/ENCFF801EMF/,/files/ENCFF036KGP/,/files/ENCFF470GUN/,/files/ENCFF066LWI/,/files/ENCFF205ANP/,/files/ENCFF104BAF/	/reference-epigenomes/ENCSR628CIH/,/reference-epigenomes/ENCSR193SZM/	ENCBS569ENC,ENCBS563ENC,ENCBS564ENC	5,1,2	1		Homo sapiens	unknown													/replicates/fa6399df-8a86-4f1f-9291-f941c3b56e63/,/replicates/8a6f601f-0a1c-46f8-9dee-3fd5ae6760bf/,/replicates/29cb2edc-74ca-471a-9599-9a25ac8a478f/				
/experiments/ENCSR000DBE/	ENCSR000DBE	transcription profiling by array assay	RNA microarray				Homo sapiens endothelial cell of umbilical vein male newborn and newborn	endothelial cell of umbilical vein	GEO:GSM651577,UCSC-ENCODE-hg19:wgEncodeEH000368	RNA Array on human HUVEC	John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF001AMT/,/files/ENCFF001AMU/,/files/ENCFF001VWM/,/files/ENCFF001VWN/		ENCBS124GGK,ENCBS677AAA	2,1	1		Homo sapiens	newborn													/replicates/c9147219-9f7b-42cf-8169-fb66bd2f13bd/,/replicates/d38004fe-9961-4acd-baac-80f519bcfa0f/				
/experiments/ENCSR000COZ/	ENCSR000COZ	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens endothelial cell of umbilical vein male newborn	endothelial cell of umbilical vein	GEO-obsolete:GSM758563,UCSC-ENCODE-hg19:wgEncodeEH000155,GEO:GSE78588	RNA-seq on human HUVEC whole cell long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000GQV/,/files/ENCFF000GQW/,/files/ENCFF000GQY/,/files/ENCFF000GRC/,/files/ENCFF000GRD/,/files/ENCFF000GRE/,/files/ENCFF000GRG/,/files/ENCFF000GRI/,/files/ENCFF000GRK/,/files/ENCFF000GRL/,/files/ENCFF000GRM/,/files/ENCFF000GRN/,/files/ENCFF000GRO/,/files/ENCFF000GRP/,/files/ENCFF000GRU/,/files/ENCFF000GRW/,/files/ENCFF000GRY/,/files/ENCFF000GSA/,/files/ENCFF000GSB/,/files/ENCFF000GTA/,/files/ENCFF046CJF/,/files/ENCFF644IEK/,/files/ENCFF519BZF/,/files/ENCFF139BEH/,/files/ENCFF501XBK/,/files/ENCFF322QPX/,/files/ENCFF826SXL/,/files/ENCFF170QMM/,/files/ENCFF135ABZ/,/files/ENCFF146ZTK/,/files/ENCFF560ZLH/,/files/ENCFF873DKO/,/files/ENCFF611KMS/,/files/ENCFF113ZIX/,/files/ENCFF331HES/,/files/ENCFF129WVW/,/files/ENCFF903YMR/,/files/ENCFF335SIT/,/files/ENCFF196JDJ/,/files/ENCFF801ELL/,/files/ENCFF209NMC/,/files/ENCFF278MHA/,/files/ENCFF860IST/,/files/ENCFF153AIN/,/files/ENCFF690JZR/,/files/ENCFF530MUO/,/files/ENCFF530HNB/,/files/ENCFF867URU/,/files/ENCFF381QSM/,/files/ENCFF985RUX/,/files/ENCFF844OIL/,/files/ENCFF788MHP/,/files/ENCFF931FXT/,/files/ENCFF189BUI/,/files/ENCFF723FTP/,/files/ENCFF711QRU/,/files/ENCFF673RZW/,/files/ENCFF239FQT/,/files/ENCFF563FKQ/,/files/ENCFF937NSD/,/files/ENCFF650CVW/,/files/ENCFF238WEU/,/files/ENCFF890BTZ/,/files/ENCFF887FYR/,/files/ENCFF558WCX/,/files/ENCFF007PYD/,/files/ENCFF430HKV/,/files/ENCFF005LKD/,/files/ENCFF230IBU/,/files/ENCFF967OAC/,/files/ENCFF675NVY/,/files/ENCFF500HNU/,/files/ENCFF802RBO/,/files/ENCFF618WNM/,/files/ENCFF779OCC/,/files/ENCFF760MMF/,/files/ENCFF413CJT/,/files/ENCFF509ITY/,/files/ENCFF581CFV/,/files/ENCFF770MAV/,/files/ENCFF921ZWG/,/files/ENCFF364BJT/,/files/ENCFF456DGJ/,/files/ENCFF056ZYI/	/reference-epigenomes/ENCSR289LSP/,/reference-epigenomes/ENCSR194DQD/	ENCBS528ENC,ENCBS529ENC	1,2	1		Homo sapiens	newborn													/replicates/dfc781e0-27ec-40ea-9dea-5524a8c4067d/,/replicates/a25e10a8-c362-4bca-91f4-309cad1091ee/				
/experiments/ENCSR092KKW/	ENCSR092KKW	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens with multiple sclerosis; naive thymus-derived CD4-positive, alpha-beta T cell	naive thymus-derived CD4-positive, alpha-beta T cell		polyA plus RNA-seq of naive thymus-derived CD4-positive, alpha-beta T cell with multiple sclerosis.	David Hafler, Yale	ENCODE	released	/files/ENCFF175QGQ/,/files/ENCFF375LYA/,/files/ENCFF658BAT/,/files/ENCFF195ISF/,/files/ENCFF408URT/,/files/ENCFF573BJH/,/files/ENCFF865FLR/,/files/ENCFF160YBK/,/files/ENCFF352MGY/		ENCBS067WEN	1	1		Homo sapiens	unknown													/replicates/8d45dc47-e79b-48df-8f46-aba0fa017347/				
/experiments/ENCSR000CPC/	ENCSR000CPC	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens HepG2 nuclear fraction	HepG2	GEO-obsolete:GSM758568,GEO:GSE90228,UCSC-ENCODE-hg19:wgEncodeEH000158	The libraries contained in this experiment come from the nuclear fraction of independent growths of cell line HepG2. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000FZM/,/files/ENCFF000FZN/,/files/ENCFF000FZP/,/files/ENCFF000FZT/,/files/ENCFF000FZU/,/files/ENCFF000FZV/,/files/ENCFF000FZX/,/files/ENCFF000FZZ/,/files/ENCFF000GAB/,/files/ENCFF000GAC/,/files/ENCFF000GAD/,/files/ENCFF000GAE/,/files/ENCFF000GAF/,/files/ENCFF000GAG/,/files/ENCFF000GAH/,/files/ENCFF000GAN/,/files/ENCFF000GAP/,/files/ENCFF000GAQ/,/files/ENCFF000GAS/,/files/ENCFF000GAT/,/files/ENCFF448VVC/,/files/ENCFF911GMU/,/files/ENCFF248OHY/,/files/ENCFF228JIT/,/files/ENCFF168NGI/,/files/ENCFF153JNH/,/files/ENCFF711DJN/,/files/ENCFF157DQZ/,/files/ENCFF775VDU/,/files/ENCFF198YDX/,/files/ENCFF939AAP/,/files/ENCFF238YJM/,/files/ENCFF184WJQ/,/files/ENCFF632OYR/,/files/ENCFF757ZCQ/,/files/ENCFF854UJM/,/files/ENCFF170ZWP/,/files/ENCFF267GGP/,/files/ENCFF141PVN/,/files/ENCFF609ENF/,/files/ENCFF148RNW/,/files/ENCFF737BQH/,/files/ENCFF064IOO/,/files/ENCFF491PXO/,/files/ENCFF334LEA/,/files/ENCFF261ZFC/,/files/ENCFF833PMG/,/files/ENCFF800VZV/,/files/ENCFF487TKD/,/files/ENCFF240QKS/,/files/ENCFF994PCU/,/files/ENCFF768ACH/,/files/ENCFF254WQK/,/files/ENCFF177JMA/,/files/ENCFF348GKJ/,/files/ENCFF765UDQ/,/files/ENCFF431NUC/,/files/ENCFF992DOH/,/files/ENCFF163DGZ/,/files/ENCFF729LCL/,/files/ENCFF230WGM/,/files/ENCFF281BBM/,/files/ENCFF272YJJ/,/files/ENCFF681VGG/,/files/ENCFF471JJC/,/files/ENCFF192ZUM/,/files/ENCFF202BOX/,/files/ENCFF593CWZ/,/files/ENCFF570WSD/,/files/ENCFF877KTY/,/files/ENCFF618SOR/,/files/ENCFF864VJS/,/files/ENCFF487IUM/,/files/ENCFF018XIP/		ENCBS742AAA,ENCBS745AAA	1,2	1		Homo sapiens	child	15 years												/replicates/4f34bc91-f241-485c-a931-9608316f557c/,/replicates/28c49e13-b982-4e9c-a63f-b06f39d605fa/		nucleus		
/experiments/ENCSR000BFB/	ENCSR000BFB	transcription profiling by array assay	RNA microarray				Homo sapiens A549	A549	GEO:GSM993452,UCSC-ENCODE-hg19:wgEncodeEH002689	RNA array on human A549	Gregory Crawford, Duke	ENCODE	released	/files/ENCFF000KJU/,/files/ENCFF000KJV/,/files/ENCFF164INS/,/files/ENCFF876BVQ/		ENCBS162AAA	1,2	1		Homo sapiens	adult	58 years												/replicates/66c7dcdc-5649-4138-8824-b8289a7c4e56/,/replicates/cdefdd0b-1551-46ef-bcf1-f5cf0001afea/				
/experiments/ENCSR667OPL/	ENCSR667OPL	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens CD4-positive, CD25-positive, alpha-beta regulatory T cell	CD4-positive, CD25-positive, alpha-beta regulatory T cell		polyA plus RNA-seq of CD4-positive, CD25-positive, alpha-beta regulatory T cell.	David Hafler, Yale	ENCODE	released	/files/ENCFF010AKL/,/files/ENCFF272PJY/,/files/ENCFF310DSQ/,/files/ENCFF497DVM/,/files/ENCFF424FAR/,/files/ENCFF978LMC/,/files/ENCFF159ONS/,/files/ENCFF949KEF/,/files/ENCFF737IYF/		ENCBS862LJK	1	1		Homo sapiens	unknown													/replicates/9bff13e0-20d8-42f0-8d3b-bf7def2272de/				
/experiments/ENCSR000AWT/	ENCSR000AWT	transcription profiling by array assay	RNA microarray				Homo sapiens keratinocyte cytosolic fraction female	keratinocyte	UCSC-ENCODE-hg19:wgEncodeEH000021	Affy RNA Array on human NHEK cytosol long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000ABN/,/files/ENCFF000ACN/,/files/ENCFF001SNB/,/files/ENCFF001SOB/		ENCBS647AAA	1	1		Homo sapiens	unknown													/replicates/18ac2342-fca9-48b1-9aae-b57b135c54c2/		cytosol		
/experiments/ENCSR000COV/	ENCSR000COV	polyA plus RNA-seq	polyA plus RNA-seq				Homo sapiens H1 cytosolic fraction	H1	UCSC-ENCODE-hg19:wgEncodeEH000151,GEO:GSE90226,GEO-obsolete:GSM758570	The libraries contained in this experiment come from the cytoplasmic fraction of independent growths of the human embryonic stem cell line H1-hESC. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	/files/ENCFF000FGG/,/files/ENCFF000FGH/,/files/ENCFF000FGK/,/files/ENCFF000FGM/,/files/ENCFF000FGO/,/files/ENCFF000FGQ/,/files/ENCFF000FGS/,/files/ENCFF000FGT/,/files/ENCFF000FGU/,/files/ENCFF000FGV/,/files/ENCFF000FGY/,/files/ENCFF000FHA/,/files/ENCFF000FHC/,/files/ENCFF000FHG/,/files/ENCFF000FHH/,/files/ENCFF122THZ/,/files/ENCFF667JEB/,/files/ENCFF374MZX/,/files/ENCFF541ZBT/,/files/ENCFF406SBO/,/files/ENCFF051HWK/,/files/ENCFF438UMJ/,/files/ENCFF680CNJ/,/files/ENCFF791SYG/,/files/ENCFF132LTQ/,/files/ENCFF547OBF/,/files/ENCFF555UVP/,/files/ENCFF483GQD/,/files/ENCFF053AJX/,/files/ENCFF547VUH/,/files/ENCFF720MYJ/,/files/ENCFF384RPQ/,/files/ENCFF433BIF/,/files/ENCFF810LOV/,/files/ENCFF921PBI/,/files/ENCFF128HEW/,/files/ENCFF729MSA/,/files/ENCFF745XKP/,/files/ENCFF826FWS/,/files/ENCFF497FXX/,/files/ENCFF078GXI/,/files/ENCFF127RBU/,/files/ENCFF700JEL/		ENCBS732AAA	2	1		Homo sapiens	embryonic													/replicates/05612429-cb6e-42f7-8916-23e0d2ad25ab/		cytosol		
